id,pub_title,doi,pmid,registration_date,start_date,completion_date,has_iv_trn_abstract,has_iv_trn_ft,has_reg_pub_link,reg_1y_after_start,reg_after_cd,reg_after_pub,has_crossreg_eudract,has_crossreg_isrctn
NCT00832611,Creation of an iliac arteriovenous shunt lowers blood pressure in chronic obstructive pulmonary disease patients with hypertension,10.1016/j.jvs.2013.10.069,24484754,2009-01-28,2008-11-01,2011-11-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00844142,Good correlation between changes in objective and subjective signs of inflammation in patients with short- but not long duration of axial spondyloarthritis treated with tumor necrosis factor-blockers,10.1186/ar4464,24476416,2009-02-12,2005-11-01,2013-07-01,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00865917,Preserved Autonomic Cardiovascular Regulation With Cardiac Pacemaker Inhibition: A Crossover Trial Using High-Fidelity Cardiovascular Phenotyping,10.1161/jaha.115.002674,26764413,2009-03-18,2008-11-01,2010-12-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00866255,The pressure drop across the endotracheal tube in mechanically ventilated pediatric patients,10.1111/pan.12595,25491944,2009-03-19,2008-01-01,NA,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT00876551,Management of major postsurgical gastroesophageal intrathoracic leaks with an endoscopic vacuum-assisted closure system,10.1016/j.gie.2009.07.011,19879566,2009-04-03,2008-01-01,2012-12-01,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00895778,Neuromuscular blockade improves surgical conditions (NISCO),10.1007/s00464-014-3711-7,25125097,2009-04-29,2009-03-01,2012-12-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00916825,Impact of family-oriented rehabilitation and prevention: an inpatient program for mothers with breast cancer and their children,10.1002/pon.3329,23760766,2009-06-09,2009-01-01,2013-07-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00917046,High-Intensity Interval Training in Patients With Heart Failure With Reduced Ejection Fraction,10.1161/circulationaha.116.022924,28082387,2009-06-08,2009-01-01,2014-07-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00926900,Effects of cue-exposure treatment on neural cue reactivity in alcohol dependence: a randomized trial,10.1016/j.biopsych.2010.12.016,21292243,2009-06-22,2009-03-01,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,TRUE,FALSE
NCT00928122,Intrastromal femtosecond laser surgical compensation of presbyopia with six intrastromal ring cuts: 3-year results,10.1136/bjophthalmol-2014-305642,25185255,2009-06-03,2008-07-01,2012-12-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00938574,First-in-human phase I study of the liposomal RNA interference therapeutic Atu027 in patients with advanced solid tumors,10.1200/jco.2013.55.0376,25403217,2009-07-13,2009-06-01,2012-09-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
NCT00944801,RNOP-09: pegylated liposomal doxorubicine and prolonged temozolomide in addition to radiotherapy in newly diagnosed glioblastoma--a phase II study,10.1186/1471-2407-9-308,19725960,2009-07-17,2002-07-01,2009-05-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00947908,Impact of immunotherapy on blood dendritic cells in patients with Hymenoptera venom allergy,10.1016/j.jaci.2010.12.003,21281873,2009-07-27,2009-06-01,2010-06-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00952458,Bispectral index monitoring of midazolam and propofol sedation during endoscopic retrograde cholangiopancreatography: a randomized clinical trial (the EndoBIS study),10.1055/s-0031-1291485,22261747,2009-08-02,2009-07-01,2010-05-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00956566,Randomized comparison of reduced fat and reduced carbohydrate hypocaloric diets on intrahepatic fat in overweight and obese human subjects,10.1002/hep.24242,21400557,2009-08-10,2007-04-01,2012-07-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00963261,Self-efficacy for coping with cancer in melanoma patients: its association with physical fatigue and depression,10.1002/pon.3238,23288588,2009-08-20,2009-04-01,2012-04-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00974077,Event-related brain potentials reflect increased concentration ability after mindfulness-based cognitive therapy for depression: a randomized clinical trial,10.1016/j.psychres.2012.05.031,22771173,2009-09-09,2008-09-01,2011-07-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00987077,Selective retina therapy for acute central serous chorioretinopathy,10.1136/bjo.2009.178327,20554506,2009-09-29,2007-04-01,2009-01-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00987324,"Paclitaxel-eluting balloons, paclitaxel-eluting stents, and balloon angioplasty in patients with restenosis after implantation of a drug-eluting stent (ISAR-DESIRE 3): a randomised, open-label trial",10.1016/s0140-6736(12)61964-3,23206837,2009-08-27,2009-07-01,2013-10-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00987532,A participatory physical activity intervention in preschools: a cluster randomized controlled trial,10.1016/j.amepre.2013.01.032,23790990,2009-09-30,2008-09-01,2010-12-01,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00988754,"Retinal vessel diameter, obesity and metabolic risk factors in school children (JuvenTUM 3)",10.1016/j.atherosclerosis.2011.12.029,22244041,2009-10-01,2008-07-01,2012-12-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00991211,"Bendamustine plus rituximab versus CHOP plus rituximab as first-line treatment for patients with indolent and mantle-cell lymphomas: an open-label, multicentre, randomised, phase 3 non-inferiority trial",10.1016/s0140-6736(12)61763-2,23433739,2009-10-06,2004-01-01,2009-08-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00995852,Complete unilateral vs partial bilateral endoscopic lung volume reduction in patients with bilateral lung emphysema,10.1378/chest.11-2886,22459779,2009-10-14,2009-09-01,2011-05-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00996554,Single-Layer Continuous Versus Double-Layer Continuous Suture in Colonic Anastomoses-a Randomized Multicentre Trial (ANATECH Trial),10.1007/s11605-015-3003-0,26525206,2009-10-14,2004-01-01,2012-05-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT00997841,"Point-of-care testing: a prospective, randomized clinical trial of efficacy in coagulopathic cardiac surgery patients",10.1097/aln.0b013e318264c644,22914710,2009-10-18,2009-06-01,2010-04-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00998907,Surgical-site infection after abdominal wall closure with triclosan-impregnated polydioxanone sutures: results of a randomized clinical pathway facilitated trial (NCT00998907),10.1016/j.surg.2013.04.011,23859304,2009-10-20,2009-09-01,2012-01-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT00999856,Safety and accuracy of a new long-term subconjunctival glucose sensor,10.1111/j.1753-0407.2012.00192.x,22341132,2009-09-28,2008-08-01,2013-05-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01014507,No protection of the ovarian follicle pool with the use of GnRH-analogues or oral contraceptives in young women treated with escalated BEACOPP for advanced-stage Hodgkin lymphoma. Final results of a phase II trial from the German Hodgkin Study Group,10.1093/annonc/mdq066,20305034,2009-11-16,2004-01-01,2009-09-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01025167,"A disease-specific enteral nutrition formula improves nutritional status and functional performance in patients with head and neck and esophageal cancer undergoing chemoradiotherapy: results of a randomized, controlled, multicenter trial",10.1002/cncr.28197,23765693,2009-12-02,2006-09-01,2010-01-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01030666,Regenerative therapy of infrabony defects with or without systemic doxycycline. A randomized placebo-controlled trial,10.1111/j.1600-051x.2012.01861.x,22385260,2009-12-10,2007-04-01,2011-02-01,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01035242,Further evidence for biased semantic networks in obsessive-compulsive disorder (OCD): when knives are no longer associated with buttering bread but only with stabbing people,10.1016/j.jbtep.2014.05.002,24929782,2009-12-17,2009-03-01,2012-07-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01045772,Efficacy and safety of the interleukin-1 antagonist rilonacept in Schnitzler syndrome: an open-label study,10.1111/j.1398-9995.2012.02843.x,22583335,2010-01-07,2009-01-01,2010-09-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
NCT01056744,Stent coverage and neointimal proliferation in bare metal stents postdilated with a Paclitaxel-eluting balloon versus everolimus-eluting stents: prospective randomized study using optical coherence tomography at 6-month follow-up,10.1161/circinterventions.113.001146,25371536,2010-01-25,2009-06-01,2012-06-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01061489,Cognitive change is more positively associated with an active lifestyle than with training interventions in older adults at risk of dementia: a controlled interventional clinical trial,10.1186/s12888-016-1018-z,27608620,2010-02-02,2009-08-01,2013-03-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01065337,Autologous stem cell therapy in the treatment of limb ischaemia induced chronic tissue ulcers of diabetic foot patients,10.1111/j.1742-1241.2011.02886.x,22284892,2010-02-08,2005-08-01,2009-02-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01070849,A bio-psycho-social exercise program (RÜCKGEWINN) for chronic low back pain in rehabilitation aftercare--study protocol for a randomised controlled trial,10.1186/1471-2474-11-266,21083918,2010-02-17,2009-11-01,2011-10-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01079689,Sustained Effects of Acupuncture Stimulation Investigated with Centrality Mapping Analysis,10.3389/fnhum.2016.00510,27803655,2010-03-02,2010-02-01,2011-03-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01088672,Neurothrombectomy for the treatment of acute ischemic stroke: results from the TREVO study,10.1159/000353990,24135533,2010-03-15,2010-02-01,2011-11-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01094145,Deep brain stimulation of the nucleus basalis of Meynert in Alzheimer's dementia,10.1038/mp.2014.32,24798585,2010-03-25,2010-01-01,2013-01-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01108146,"No evidence for differential dose effects of hydrocortisone on intrusive memories in female patients with complex post-traumatic stress disorder--a randomized, double-blind, placebo-controlled, crossover study",10.1177/0269881115592339,26152322,2010-02-16,2008-10-01,2012-10-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01115101,Pain management after cesarean: a randomized controlled trial of oxycodone versus intravenous piritramide,10.1007/s00404-012-2384-5,22622852,2010-04-27,2009-07-01,2009-11-01,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NCT01145924,Endobronchial ultrasound-guided lymph node biopsy with transbronchial needle forceps: a pilot study,10.1183/09031936.00033311,21700609,2010-06-07,2010-01-01,2010-08-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01149304,"Prospective randomized trial of enoxaparin, pentoxifylline and ursodeoxycholic acid for prevention of radiation-induced liver toxicity",10.1371/journal.pone.0112731,25393877,2010-06-04,2009-06-01,NA,TRUE,TRUE,TRUE,TRUE,NA,FALSE,TRUE,FALSE
NCT01163734,RAnoLazIne for the treatment of diastolic heart failure in patients with preserved ejection fraction: the RALI-DHF proof-of-concept study,10.1016/j.jchf.2012.12.002,24621836,2010-07-12,2010-04-01,2011-02-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01167075,Tolerability and efficacy of a low-volume enteral supplement containing key nutrients in the critically ill,10.1016/j.clnu.2011.04.003,21621886,2010-07-21,2006-02-01,2009-02-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01172769,TEMHEAD: a single-arm multicentre phase II study of temsirolimus in platin- and cetuximab refractory recurrent and/or metastatic squamous cell carcinoma of the head and neck (SCCHN) of the German SCCHN Group (AIO),10.1093/annonc/mdu571,25527417,2010-07-07,2010-06-01,2012-03-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01175265,The effects of controlled breathing during pulmonary rehabilitation in patients with COPD,10.1159/000324449,21474911,2010-07-13,2008-11-01,2010-04-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01176734,"Feasibility, safety and efficacy of transcutaneous vagus nerve stimulation in chronic tinnitus: an open pilot study",10.1016/j.brs.2014.05.003,24996510,2010-08-05,2010-01-01,2013-03-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01179789,"Impact of personalized diet and probiotic supplementation on inflammation, nutritional parameters and intestinal microbiota - The ""RISTOMED project"": Randomized controlled trial in healthy older people",10.1016/j.clnu.2014.09.023,25453395,2010-08-05,2009-10-01,2011-06-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01179971,Incorporation of n-3 PUFA and γ-linolenic acid in blood lipids and red blood cell lipids together with their influence on disease activity in patients with chronic inflammatory arthritis--a randomized controlled human intervention trial,10.1186/1476-511x-10-130,21816071,2010-08-04,2008-12-01,2010-01-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01205906,Internet-based guided self-help versus group cognitive behavioral therapy for chronic tinnitus: a randomized controlled trial,10.1159/000360705,24970708,2010-09-17,2010-05-01,2012-03-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01205919,Internet-Delivered Cognitive-Behavior Therapy for Tinnitus: A Randomized Controlled Trial,10.1097/psy.0000000000000310,26867083,2010-09-17,2010-05-01,2011-10-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01209637,Coronary Collateral Growth Induced by Physical Exercise: Results of the Impact of Intensive Exercise Training on Coronary Collateral Circulation in Patients With Stable Coronary Artery Disease (EXCITE) Trial,10.1161/circulationaha.115.016442,26979085,2010-09-24,2010-03-01,2012-12-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01212302,Tailored antiplatelet therapy can overcome clopidogrel and aspirin resistance--the BOchum CLopidogrel and Aspirin Plan (BOCLA-Plan) to improve antiplatelet therapy,10.1186/1741-7015-9-3,21226927,2010-09-29,2008-10-01,2010-04-01,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01217528,Reduction of inappropriate ICD therapies in patients with primary prevention of sudden cardiac death: DECREASE study,10.1007/s00392-015-0870-z,26002818,2010-09-10,2009-08-01,2013-01-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01220908,Bronchoscopic lung volume reduction coil treatment of patients with severe heterogeneous emphysema,10.1378/chest.11-0730,22116796,2010-09-30,2008-01-01,2012-03-01,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01221493,Endobronchial ultrasound-guided cryobiopsies in peripheral pulmonary lesions: a feasibility study,10.1183/09031936.00011313,23900983,2010-10-14,2010-04-01,2010-12-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01230086,"ICD Shock, Not Ventricular Fibrillation, Causes Elevation of High Sensitive Troponin T after Defibrillation Threshold Testing--The Prospective, Randomized, Multicentre TropShock-Trial",10.1371/journal.pone.0131570,26208329,2010-10-26,2010-08-01,2013-06-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01234233,"Correlation, accuracy, precision and practicability of perioperative measurement of sublingual temperature in comparison with tympanic membrane temperature in awake and anaesthetised patients",10.1097/eja.0b013e32834cd6de,22037543,2010-09-09,2010-03-01,2011-05-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01235286,Acute effects of remote ischemic preconditioning on cutaneous microcirculation--a controlled prospective cohort study,10.1186/1471-2482-11-32,22111972,2010-11-04,2010-09-01,2010-10-01,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
NCT01237431,Liver afferents contribute to water drinking-induced sympathetic activation in human subjects: a clinical trial,10.1371/journal.pone.0025898,22016786,2010-11-08,2009-11-01,2011-01-01,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01244048,Randomized placebo-controlled intervention with n-3 LC-PUFA-supplemented yoghurt: effects on circulating eicosanoids and cardiovascular risk factors,10.1016/j.clnu.2012.12.010,23332800,2010-11-16,2009-02-01,2009-04-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01249677,Chronic reduction of fasting glycemia with insulin glargine improves first- and second-phase insulin secretion in patients with type 2 diabetes,10.2337/dc11-0471,21775756,2010-11-29,2009-01-01,2010-05-01,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01259739,Circulating nitrite contributes to cardioprotection by remote ischemic preconditioning,10.1161/circresaha.114.303822,24643960,2010-12-13,2010-11-01,2013-11-01,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01261091,Stroke-related Early Tracheostomy versus Prolonged Orotracheal Intubation in Neurocritical Care Trial (SETPOINT): a randomized pilot trial,10.1161/strokeaha.112.669895,23204058,2010-12-15,2009-09-01,2012-04-01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
NCT01261949,Can Temporal Repetitive Transcranial Magnetic Stimulation be Enhanced by Targeting Affective Components of Tinnitus with Frontal rTMS? A Randomized Controlled Pilot Trial,10.3389/fnsys.2011.00088,22069382,2010-12-16,2009-04-01,2010-12-01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01270126,Non-invasive alternating current stimulation improves vision in optic neuropathy,10.3233/rnn-2011-0624,22124039,2011-01-03,2006-11-01,2010-12-01,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
NCT01280877,Alternating Current Stimulation for Vision Restoration after Optic Nerve Damage: A Randomized Clinical Trial,10.1371/journal.pone.0156134,27355577,2011-01-19,2010-12-01,2012-02-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01281878,Vitamin B6 in primary hyperoxaluria I: first prospective trial after 40 years of practice,10.2215/cjn.06820613,24385516,2011-01-20,2010-12-01,2012-09-01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
NCT01289964,The influence of a series of five dry cupping treatments on pain and mechanical thresholds in patients with chronic non-specific neck pain--a randomised controlled pilot study,10.1186/1472-6882-11-63,21843336,2011-01-31,2009-07-01,2009-12-01,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT01296997,"Postprandial effects of calcium phosphate supplementation on plasma concentration-double-blind, placebo-controlled cross-over human study",10.1186/1475-2891-12-30,23510513,2011-02-15,2010-07-01,2010-09-01,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
